/edit/: 2.8.65
/state/: Max Score = 585, Eg Score = 100

Room Table
──────────
/rooms/: 190 of 200 rooms { desc1, desc2, exit, actio, val, flag; }
      :	Round as a cup,
      :	And all the king's horses can't draw it up?".
#10461:This is a former broom closet.  The exits are to the east and west.
#10470:You are standing in a small circular room with a pedestal.  A set of
      :stairs leads up, and passages leave the the east and west.
#10486:You are in the west end of a large temple.  On the south wall is an
      :ancient inscription, probably a prayer in a long-forgotten language.
      :The north wall is solid granite.  The entrance at the west end of the
      :room is through huge marble pillars.
#10517:You are in the east end of a large temple.  In front of you is what
      :appears to be an altar.
#10529:This room appears to have been the waiting room for groups touring
      :the dam.  There are exits here to the north and east marked
      :"PRIVATE", though the doors are open, and an exit to the south.
#10553:You are in what appears to have been the maintenance room for flood
      :control dam #3, judging by the assortment of tool chests around the
      :room.  Apparently, this room has been ransacked recently, for most of
      :the valuable equipment is gone.  On the wall in front of you is a
      :panel of buttons, which are labelled in EBCDIC.  However, they are of
      :different colors:  blue, yellow, brown, and red.  The doors to this
      :room are in the west and south ends.
#10609:You are in a long passage.  To the south is one entrance.  On the
      :east there is an old wooden door with a large hole in it (about
      :cyclops sized).
#10628:This is a large room, whose north wall is solid granite.  A number
      :of discarded bags, which crumble at your touch, are scattered about
      :on the floor.  There is an exit down and what appears to be a newly
      :created passage to the east.
#10657:You are in what appears to have been an artist's studio.  The walls
      :and floors are splattered with paints of 69 different colors.
      :Strangely enough, nothing of value is hanging here.  At the north and
      :northwest of the room are open doors (also covered with paint).  An
      :extremely dark and narrow chimney leads up from a fireplace.  Although
      :you might be able to get up the chimney, it seems unlikely that you
      :could get back down.
#10711:You are in an art gallery.  Most of the paintings which were here
      :have been stolen by vandals with exceptional taste.  The vandals
      :left through the north, south, or west exits.
#10734:You are at the base of flood control dam #3, which looms above you
      :and to the north.   The Frigid River is flowing by here.  Across the
      :river are the white cliffs, which seem to form a giant wall stretching
      :from north to south along the east shore of the river as it winds its
      :way downstream.
#10771:You are on the Frigid River in the vicinity of the dam.  The river
      :flows quietly here.  There is a landing on the west shore.
#10787:The river turns a corner here making it impossible to see the
      :dam.  The white cliffs loom on the east bank, and large rocks
      :prevent landing on the west.
#10807:The river descends here into a valley.  There is a narrow beach on
      :the east below the cliffs, and there is some shore on the west which
      :may be suitable.  In the distance a faint rumbling can be heard.
#10833:You are on a narrow strip of beach which runs along the base of the
      :white cliffs.  The only path here is a narrow one, heading south
      :along the cliffs.
#10852:You are on a rocky, narrow strip of beach beside the cliffs.  A
      :narrow path leads north along the shore.
#10866:The river is running faster here, and the sound ahead appears to be
      :that of rushing water.  On the west shore is a sandy beach.  A small
      :area of beach can also be seen below the cliffs.
#10890:The sound of rushing water is nearly unbearable here.  On the west
      :shore is a large landing area.
#10903:You are on the shore of the river.  The river here seems somewhat
      :treacherous.  A path travels from north to south here, the south end
      :quickly turning around a sharp corner.
#10925:You are on a large sandy beach at the shore of the river, which is
      :flowing quickly by.  A path runs beside the river to the south here.
#10942:You are on the west shore of the river.  An entrance to a cave is
      :to the northwest.  The shore is very rocky here.
#10957:You are in a small cave whose exits are on the south and northwest.
#10966:You are in a barrel.  Congratulations.  Etched into the side of the
      :barrel is the word "GERONIMO!".
#10979:You are on top of a rainbow (I bet you never thought you would walk
      :on a rainbow), with a magnificent view of the falls.  The rainbow
      :travels east-west here.
#10999:You are on a small beach on the continuation of the Frigid River
      :past the falls.  The beach is narrow due to the presence of the white
      :cliffs.  The river canyon opens here, and sunlight shines in from
      :above.  A rainbow crosses over the falls to the west, and a narrow path
      :continues to the southeast.
#11037:You are beneath the walls of the river canyon, which may be climbable
      :here.  There is a small stream here, which is the lesser part of the
      :runoff of Aragain Falls.  To the north is a narrow path.
#11062:You are on a ledge about halfway up the wall of the river canyon.
      :You can see from here that the main flow from Aragain Falls twists
      :along a passage which it is impossible to enter.  Below you is the
      :canyon bottom.  Above you is more cliff, which still appears
      :climbable.
#11096:You are at the top of the great canyon on its south wall. From here
      :there is a marvelous view of the canyon and parts of the Frigid River
      :upstream.  Across the canyon, the walls of the white cliffs still
      :appear to loom far above.  Following the canyon upstream (north and
      :northwest), Aragain Falls may be seen, complete with rainbow.
      :Fortunately, my vision is better than average, and I can discern the
      :top of flood control dam #3 far to the distant north.  To the
      :west and south can be seen an immense forest, stretching for miles
      :around.  It is possible to climb down into the canyon from here.
#11171:You are at the bottom of a large dormant volcano.  High above you
      :light may be seen entering from the cone of the volcano.  The only
      :exit here is to the north.
#11191:You are about one hundred feet above the bottom of the volcano.  The
      :top of the volcano is clearly visible here.
#11206:You are about two hundred feet above the volcano floor.  Looming
      :above is the rim of the volcano.  There is a small ledge on the
      :west side.
#11224:You are high above the floor of the volcano.  From here the rim of
      :the volcano looks very narrow, and you are quite near it.  To the
      :east is what appears to be a viewing ledge, too thin to land on.
#11249:You are near the rim of the volcano, which is only about fifteen feet
      :across.  To the west, there is a place to land with a wide ledge.
#11266:You are on a narrow ledge overlooking the inside of an old dormant
      :volcano.  This ledge appears to be about in the middle between the
      :floor below and the rim above.  There is an exit here to the south.
#11292:You are on a ledge in the middle of a large volcano.  Below you
      :the volcano bottom can be seen and above is the rim of the volcano.
      :A couple of ledges can be seen on the other side of the volcano;
      :it appears that this ledge is intermediate in elevation between
      :those on the other side.  The exit from this room is to the east.
#11333:You are in a room which must have been a large library, probably
      :for the royal family.  All of the shelves appear to have been gnawed
      :to pieces by unfriendly gnomes.  To the north is an exit.
#11357:You are in a small room, whose walls are formed by an old lava flow.
      :There are exits here to the west and the south.
#11372:You are in a large room full of assorted heavy machinery.  The room
      :smells of burned resistors.  The room is noisy from the whirring
      :sounds of the machines.  Along one wall of the room are three buttons
      :which are, respectively, round, triangular, and square.  Naturally,
      :above the buttons are instructions written in EBCDIC.  A large sign
      :above all the buttons says in English:
      :
      :		    DANGER:  HIGH VOLTAGE
      :
      :There are exits to the west and the south.
#11429:You are in a dingy closet adjacent to the machine room.  On one wall
      :is a small sticker which reads:
      :
      :		Protected by
      :		  FROBOZZ
      :	     Magic Alarm Company
      :	      (Hello, footpad!).
#11452:You are trapped inside an steel cage.
#11457:You are at the top of the well.  Well done.  There are etchings on
      :the side of the well.  There is a small crack across the floor at the
      :entrance to a room on the east, but it can be crossed easily.
#11482:You are in a damp circular room, whose walls are made of brick and
      :mortar.  The roof of this room is not visible, but there appear to be
      :some etchings on the walls.  There is a passageway to the west.
#11508:You are in a small square room, in the center of which is a large
      :oblong table, no doubt set for afternoon tea.  It is clear from the
      :objects on the table that the users were indeed mad.  In the eastern
      :corner of this room is a small hole no more than four inches high.
      :There are passageways leading away to the west and the northwest.
#11550:You are in an enormous room, in the center of which are four wooden
      :posts delineating a rectangular area, above which is what appears to
      :be a wooden roof.  In fact, all objects in this room appear to be
      :abnormally large.  To the east is a passageway.  There is a large
      :chasm on the west and the northwest.
#11589:You are in a large room, one half of which is depressed.  There is a
      :large leak in the ceiling through which brown colored goop is
      :falling.  The only exit from this room is to the west.
#11613:You are in the large entrance hall of the Bank of Zork, the largest
      :banking institution of the Great Underground Empire.  A partial
      :account of its history is in "The Lives of the Twelve Flatheads" with
      :the chapter on J. Pierpont Flathead.  A more detailed history (albeit
      :less objective) may be found in Flathead's outrageous autobiography
      :"I'm Rich and You Aren't - So There!".
      :Most of the furniture has been ravaged by passing scavengers.  All
      :that remains are two signs at the northwest and northeast corners of
      :the room, which say
      :
      :	<-- WEST VIEWING ROOM		EAST VIEWING ROOM -->
#11686:You are in a small square room, which was used by a bank officer
      :whose job it was to retrieve safety deposit boxes for the customer.
      :On the north side of the room is a sign which reads "Viewing Room".
      :On the west side of the room, above an open door, is a sign reading
      :
      :		    BANK PERSONNEL ONLY
#11723:You are in a small square room, which was used by a bank officer
      :whose job it was to retrieve safety deposit boxes for the customer.
      :On the north side of the room is a sign which reads "Viewing Room".
      :On the east side of the room, above an open door, is a sign reading
      :
      :		    BANK PERSONNEL ONLY
#11760:You are in a room used by holders of safety deposit boxes to view
      :their contents.  On the north side of the room is a sign which says
      :
      :   REMAIN HERE WHILE THE BANK OFFICER RETRIEVES YOUR DEPOSIT BOX
      :    WHEN YOU ARE FINISHED, LEAVE THE BOX, AND EXIT TO THE SOUTH
      :     AN ADVANCED PROTECTIVE DEVICE PREVENTS ALL CUSTOMERS FROM
      :      REMOVING ANY SAFETY DEPOSIT BOX FROM THIS VIEWING AREA!
      :               Thank you for banking at the Zork!
#11815:You are in a small bare room with no distinguishing features.  There
      :are no exits from this room.
#11828:You are in the Vault of the Bank of Zork, in which there are no doors.
#11837:You are in a large rectangular room.  The east and west walls here
      :were used for storing safety deposit boxes.  As might be expected,
      :all have been carefully removed by evil persons.  To the east, west,
      :and south of the room are large doorways.  The northern "wall"
      :of the room is a shimmering curtain of light.  In the center of the
      :room is a large stone cube, about 10 feet on a side.  Engraved on
      :the side of the cube is some lettering.
#11892:This room was the office of the Chairman of the Bank of Zork.
      :Like the other rooms here, it has been extensively vandalized.
      :The lone exit is to the north.
#11912:You are standing at the top of a flight of stairs that lead down to
      :a passage below.  Dim light, as from torches, can be seen in the
      :passage.  Behind you the stairs lead into untouched rock.
#11936:You are standing near one end of a long dimly lit hall.  To the
      :south, stone stairs ascend.  To the north, the corridor is illuminated
      :by torches set high in the wall, out of reach.  On one wall
      :is a red button.
#11963:You are in a corridor with polished marble walls.  The corridor
      :widens into larger areas as it turns east at its northern and
      :southern ends.
#11981:You are in a corridor with polished marble walls.  The corridor
      :widens into larger areas as it turns west at its northern and
      :southern ends.
#11999:You are in a room of large size, richly appointed and decorated
      :in a style that bespeaks exquisite taste.  To judge from its
      :contents, it is the ultimate storehouse of the treasures of Zork.
      :   There are chests here containing precious jewels, mountains of
      :zorkmids, rare paintings, ancient statuary, and beguiling curios.
      :   In one corner of the room is a bookcase boasting such volumes
      :as "The History of the Great Underground Empire", "The Lives of
      :the Twelve Flatheads", "The Wisdom of the Implementers", and
      :other informative and inspiring works.
      :   On one wall is a completely annotated map of the Dungeon of
      :Zork, showing points of interest and various troves of treasure,
      :and indicating the locations of several superior scenic views.
      :   On the desk at the far end of the room may be found stock
      :certificates representing a controlling interest in FrobozzCo
      :International, the multinational conglomerate and parent company
      :of the Frobozz Magic Boat Co., etc.
#12120:You are in a small square room, in the middle of which is a recently
      :created hole through which you can barely discern the floor some ten
      :feet below.  It doesn't seem likely you could climb back up.  There
      :are exits to the west and south.
#12150:East-West Passage
#12153:West of House
#12155:North of House
#12157:South of House
#12159:Behind House
#12161:Kitchen
#12162:Attic
#12163:Living Room
#12165:Cellar
#12166:Troll Room
#12168:Maze
#12169:Dead End
#12171:Grating room
#12173:Forest
#12174:Clearing
#12176:Deep Ravine
#12178:Rocky Crawl
#12180:Reservoir South
#12182:Reservoir
#12184:Reservoir North
#12186:Stream View
#12188:Stream
#12189:Egyptian Room
#12191:Glacier Room
#12193:Ruby Room
#12195:Atlantis Room
#12197:Deep Canyon
#12199:Loud Room
#12201:Mirror Room
#12203:Cave
#12204:Steep Crawlway
#12206:Narrow Crawlway
#12208:Cold Passage
#12210:Winding Passage
#12212:Slide Room
#12214:Mine Entrance
#12216:Squeaky Room
#12218:Shaft Room
#12220:Wooden Tunnel
#12222:Smelly Room
#12224:Gas Room
#12226:Ladder Top
#12228:Coal Mine
#12230:Ladder Bottom
#12232:Timber Room
#12234:Lower Shaft
#12236:Machine Room
#12238:Bat Room
#12240:Dome Room
#12242:Torch Room
#12244:North-South Crawlway
#12247:West of Chasm
#12249:Round Room
#12251:North-South Passage
#12254:Chasm
#12255:Damp Cave
#12257:Ancient Chasm
#12259:Engravings Cave
#12261:Riddle Room
#12263:Pearl Room
#12265:Entrance to Hades
#12268:Land of the Living Dead
#12271:Grail Room
#12273:Temple
#12274:Altar
#12275:Dam
#12276:Dam Lobby
#12278:Maintenance Room
#12281:Cyclops Room
#12283:Strange Passage
#12285:Treasure Room
#12287:Studio
#12288:Gallery
#12289:Dam Base
#12291:Frigid River
#12293:White Cliffs Beach
#12296:Moby Lossage
#12298:Shore
#12299:Sandy Beach
#12301:Rocky Shore
#12303:Small Cave
#12305:Barrel
#12306:Aragain Falls
#12308:Rainbow room
#12310:End of rainbow
#12312:Canyon Bottom
#12314:Rocky Ledge
#12316:Canyon View
#12318:Volcano Bottom
#12320:Volcano Core
#12322:Volcano near small ledge
#12326:Volcano near viewing ledge
#12330:Volcano near wide ledge
#12333:Narrow Ledge
#12335:Volcano View
#12337:Wide ledge
#12339:Library
#12340:Dusty Room
#12342:Lava Room
#12344:Tomb of the Unknown Implementer
#12348:Low Room
#12350:Dingy Closet
#12352:Cage
#12353:Top of Well
#12355:Bottom of Well
#12357:Tea Room
#12359:Posts Room
#12361:Pool Room
#12363:Up a Tree
#12365:Bank Entrance
#12367:West Teller's Room
#12370:East Teller's Room
#12373:Viewing Room
#12375:Small Room
#12377:Vault
#12378:Safety Depository
#12381:Chairman's Office
#12384:Crypt
#12385:Top of Stairs
#12387:Stone Room
#12389:Hallway
#12390:Dungeon Entrance
#12393:Narrow Room
#12395:Inside Mirror
#12397:Narrow Corridor
#12399:South Corridor
#12401:West Corridor
#12403:East Corridor
#12405:North Corridor
#12407:Parapet
#12408:Prison Cell
#12410:Nirvana
#12411:Small Square Room
#12414:Side Room
#12416:Room in a Puzzle
#12419:A brown sack is here.
#12422:There is a clove of garlic here.
#12427:A hot pepper sandwich is here.
#12431:There is a small piece of vitreous slag here.
#12437:There is a small heap of coal here.
#12442:There is an exquisite jade figurine here.
#12448:There is an enormous diamond (perfectly cut) here.
#12455:There is a trophy case here.
#12459:A clear glass bottle is here.
#12463:There is some water here.
#12467:There is a large coil of rope here.
#12472:There is a nasty-looking knife lying here.
#12478:There is an elvish sword here.
#12482:There is a brass lantern (battery-powered) here.
#12489:There is a broken brass lantern here.
#12494:There is a pile of leaves on the ground.
#12500:There is a bloody axe here.
#12504:There is a rusty knife here.
#12508:There is a burned-out lantern here.
#12513:There is a set of skeleton keys here.
#12518:A skeleton, probably the remains of a luckless adventurer, lies here.
#12527:An old leather bag, bulging with coins, is here.
#12534:There is a large platinum bar here.
#12539:There is a pearl necklace here with hundreds of large pearls.
#12547:A mass of ice fills the western half of the room.
#12554:There is a moby ruby lying here.
#12559:Neptune's own crystal trident is here.
#12564:There is a solid gold coffin, used for the burial of Ramses II, here.
#12573:There is an ivory torch here.
#12577:At the end of the chain is a basket.
#12582:There is a sapphire-encrusted bracelet here.
#12588:There is a pile of wooden timbers here.
#12593:There is a dented steel box here.
#12598:There is a Stradivarius here.
#12602:There are old engravings on the walls here.
#12608:There is an extremely valuable (perhaps original) grail here.
#12616:There is an old trunk here, bulging with assorted jewels.
#12624:There is a small brass bell here.
#12629:There is a large black book here.
#12634:There are two candles here.
#12638:There is a tour guidebook here.
#12642:There is an issue of US NEWS & DUNGEON REPORT dated 2021-10-31 here.
#12651:There is a matchbook whose cover says "VISIT BEAUTIFUL FCD #3" here.
#12660:There is a small leaflet here.
#12664:There is a small mailbox here.
#12668:There is an object which looks like a tube of toothpaste here.
#12676:There is some gunk here.
#12680:There is a wrench here.
#12683:There is a screwdriver here.
#12687:There is a silver chalice, intricately engraved, here.
#12694:A masterpiece by a neglected genius is here.
#12700:There is a vicious-looking stilletto here.
#12706:There is a pot of gold here.
#12710:There is a beautiful statue here.
#12715:There is a folded pile of plastic here which has a small valve attached.
#12725:There is a pile of plastic here with a large hole in it.
#12733:There is a small pump here.
#12737:There is an inflated boat here.
#12741:There is a tan label here.
#12745:There is a sharp broken stick here.
#12750:There is a red buoy here (probably a warning).
#12756:There is a large emerald here.
#12760:There is a large shovel here.
#12764:There is a hunk of bat guano here.
#12769:There is a very large and extremely heavy wicker basket with a cloth
      :bag here.  Inside the basket is a metal receptacle of some kind.
      :Attached to the basket on the outside is a piece of wire.
#12793:There is a small hook attached to the rock here.
#12800:There is an engraved zorkmid coin here.
#12805:There is a card with writing on it here.
#12811:Lord Dimwit's crown is here.
#12815:There is a square brick here which feels like clay.
#12822:There is a coil of thin shiny wire here.
#12828:There is a nervous Volcano Gnome here.
#12833:There is a blue label here.
#12837:There is a balloon here, broken into pieces.
#12843:There is a blue book here.
#12847:There is a green book here.
#12851:There is a purple book here.
#12855:There is a white book here.
#12859:There is a Flathead commemorative stamp here.
#12865:There are four heads here, mounted securely on poles.
#12872:Many empty Coke bottles are here.  Alas, they can't hold water.
#12880:There is an enormous stack of line-printer paper here.  It is barely
      :readable and totally unintelligable.
#12894:There is a large case here, containing objects which you used to possess.
#12904:There is a mangled cage here.
#12908:There is an steel cage in the middle of the room.
#12915:There is a beautiful crystal sphere here.
#12921:A stoppered glass flask with skull-and-crossbones markings is here.
      :The flask is filled with some clear liquid.
#12935:The leak has submerged the depressed area in a pool of sewage.
#12943:There is a tin of rare spices here.
#12948:There is a wooden bucket here, three feet in diameter and three feet
      :high.
#12958:There is a piece of cake where with the words "EAT ME" on it.
#12966:There is a piece of cake with orange icing here.
#12973:There is a piece of cake with red icing here.
#12979:There is a piece of cake with blue (ecch) icing here.
#12986:There is a robot here.
#12989:There is a green piece of paper here.
#12994:200 neatly stacked zorkmid bills are here.
#13000:A portrait of J. Pierpont Flathead is here.
#13006:There is a Gnome of Zurich here.
#13011:There is a small birds nest here.
#13016:There is a jewel-encrusted egg here.
#13021:There is a somewhat ruined egg here.
#13026:There is a beautiful brass bauble here.
#13031:There is a golden clockwork canary here.
#13037:There is a non-functional canary here.
#13042:There is a piece of paper on the ground here.
#13048:There is a solid gold engraved card here.
#13054:The dungeon master is quietly leaning on his staff here.
#13062:brown sack
#13064:clove of garlic
#13066:lunch
#13067:piece of vitreous slag
#13070:small pile of coal
#13073:jade figurine
#13075:machine
#13076:huge diamond
#13078:trophy case
#13080:glass bottle
#13082:quantity of water
#13085:rope
#13086:knife
#13087:sword
#13088:lamp
#13089:broken lamp
#13091:carpet
#13092:pile of leaves
#13094:troll
#13095:bloody axe
#13097:rusty knife
#13099:burned-out lantern
#13102:set of skeleton keys
#13105:skeleton
#13107:bag of coins
#13109:platinum bar
#13111:pearl necklace
#13113:mirror
#13114:glacier
#13115:ruby
#13116:crystal trident
#13118:gold coffin
#13120:torch
#13121:basket
#13122:sapphire bracelet
#13125:pile of timbers
#13127:steel box
#13129:fancy violin
#13131:wall with engravings
#13134:grail
#13135:prayer
#13136:trunk with jewels
#13139:bell
#13140:book
#13141:pair of candles
#13143:tour guidebook
#13145:newspaper
#13147:matchbook
#13149:leaflet
#13150:mailbox
#13151:tube
#13152:viscous material
#13155:wrench
#13156:screwdriver
#13158:cyclops
#13159:chalice
#13160:painting
#13162:thief
#13163:stilletto
#13165:window
#13166:bolt
#13167:grating
#13168:door
#13169:switch
#13170:head on a pole
#13172:pile of corpses
#13174:pile of bodies
#13176:dam
#13177:railing
#13178:gate
#13179:bubble
#13180:leak
#13181:button
#13182:bat
#13183:rainbow
#13184:pot of gold
#13186:statue
#13187:plastic inflatable boat
#13190:holed plastic boat
#13193:hand-held air pump
#13196:magic boat
#13198:tan label
#13200:sharp broken stick
#13203:barrel
#13204:red buoy
#13206:large emerald
#13208:shovel
#13209:hunk of bat guano
#13212:receptacle
#13214:cloth bag
#13216:braided wire
#13218:hook
#13219:gold zorkmid
#13221:box
#13222:card
#13223:hole
#13224:crown
#13225:brick
#13226:wire coil
#13228:Volcano Gnome
#13230:blue label
#13232:broken balloon
#13234:blue book
#13236:green book
#13238:purple book
#13240:white book
#13242:stamp
#13243:tomb
#13244:set of poled heads
#13247:bunch of Coke bottles
#13250:stack of listings
#13253:large case
#13255:mangled cage
#13257:steel cage
#13259:crystal sphere
#13261:wall with etchings
#13264:glass flask
#13266:pool of sewage
#13268:tin of spices
#13270:large oblong table
#13273:group of wooden posts
#13276:wooden bucket
#13278:piece of "EAT ME" cake
#13281:piece of cake with orange icing
#13285:piece of cake with red icing
#13289:piece of cake with blue icing
#13293:robot
#13294:green piece of paper
#13297:large tree
#13299:cliff
#13300:white cliff
#13302:stack of zorkmid bills
#13305:portrait of J. Pierpont Flathead
#13310:large stone cube
#13313:shimmering curtain of light
#13317:gnome of Zurich
#13319:birds nest
#13321:jewel-encrusted egg
#13324:broken jewel-encrusted egg
#13328:beautiful brass bauble
#13331:clockwork canary
#13334:broken clockwork canary
#13337:yellow panel
#13339:white panel
#13341:red panel
#13343:black panel
#13345:mahogany wall
#13347:pine wall
#13349:wooden bar
#13351:long pole
#13353:short pole
#13355:T-bar
#13356:compass arrow
#13358:red button
#13360:red beam of light
#13363:bronze door
#13365:wooden door
#13367:locked door
#13369:cell door
#13371:large button
#13373:sundial
#13374:numeral 1
#13376:numeral 2
#13378:numeral 3
#13380:numeral 4
#13382:numeral 5
#13384:numeral 6
#13386:numeral 7
#13388:numeral 8
#13390:note from the Thief
#13393:small slit
#13395:gold card
#13397:steel door
#13399:cretin
#13400:everything
#13402:valuables
#13404:sailor
#13405:set of teeth
#13407:wall
#13408:lurking grue
#13410:pair of hands
#13412:breath
#13413:flyer
#13414:bird
#13415:tree
#13416:northern wall
#13418:southern wall
#13420:eastern wall
#13422:western wall
#13424:water
#13425:Guardian of Zork
#13428:compass rose
#13430:panel
#13431:stone channel
#13433:dungeon master
#13435:ladder
#13436:On the table is an elongated brown sack, smelling of hot peppers.
#13445:A bottle is sitting on the table.
#13450:A large coil of rope is lying in the corner.
#13456:On a table is a nasty-looking knife.
#13461:On hooks above the mantlepiece hangs an elvish sword of great antiquity.
#13471:A battery-powered brass lantern is on the trophy case.
#13478:Beside the skeleton is a rusty knife.
#13483:The deceased adventurer's useless lantern is here.
#13490:On the floor lies a moby ruby.
#13494:On the shore lies Neptune's own crystal trident.
#13501:Sitting on the pedestal is a flaming torch, made of ivory.
#13509:Lying half buried in the mud is an old trunk, bulging with jewels.
#13518:Lying in the corner of the room is a small brass bell.
#13525:On the alter is a large black book, open to page 569.
#13532:On the two ends of the altar are burning candles.
#13539:A guidebook entitled "FLOOD CONTROL DAM #3" is on the
      :reception desk.
#13548:Fortunately, there is still one chance for you to be a vandal, for on
      :the far wall is a work of unparalleled beauty.
#13563:At the end of the rainbow is a pot of gold.
#13569:A sharp stick, which appears to have been broken at one end, is here.
#13578:On the floor is a gold zorkmid coin (a valuable collector's item).
#13587:The excessively gaudy crown of Lord Dimwit Flathead is here.
#13595:There is a large pile of empty Coke bottles here, evidently produced
      :by the implementers during their long struggle to win totally.
#13612:There is a gigantic pile of line-printer output here.  Although the
      :paper once contained useful information, almost nothing can be
      :distinguished now.
#13631:On the floor sit 200 neatly stacked zorkmid bills.
#13638:A portrait of J. Pierpont Flathead hangs on the wall.
#13645:On the branch is a small birds nest.
#13650:In the bird's nest is a large egg encrusted with precious jewels,
      :apparently scavenged somewhere by a childless songbird.  The egg is
      :covered with fine gold inlay and ornamented in lapis lazuli and
      :mother-of-pearl.  Unlike most eggs, this one is hinged and has a
      :delicate looking clasp holding it closed.  The egg appears extremely
      :fragile.
#13693:There is a golden clockwork canary nestled in the egg.  It has ruby
      :eyes and a silver beak.  Through a crystal window below its left
      :wing you can see intricate machinery inside.  It appears to have
      :wound down.
#13720:There is a golden clockwork canary nestled in the egg.  It seems to
      :have recently had a bad experience.  The mountings for its jewel-like
      :eyes are empty, and its silver beak is crumpled.  Through a cracked
      :crystal window below its left wing you can see the remains of
      :intricate machinery.  It is not clear what result winding it would
      :have, as the mainspring appears sprung.
#13767:Nestled inside the niche is an engraved gold card.
#13774:The engravings were incised in the living rock of the cave wall by
      :an unknown hand.  They depict, in symbolic form, the beliefs of the
      :ancient peoples of Zork.  Skillfully interwoven with the bas reliefs
      :are excerpts illustrating the major tenets expounded by the sacred
      :texts of the religion of that time.  Unfortunately, a later age seems
      :to have considered them blasphemous and just as skillfully excised them.
#13826:The prayer is inscribed in an ancient script which is hardly
      :remembered these days, much less understood.  What little of it can
      :be made out seems to be a diatribe against small insects,
      :absent-mindedness, and the picking up and dropping of small objects.  The
      :final verse seems to consign trespassers to the land of the
      :dead.  All evidence indicates that the beliefs of the ancient
      :Zorkers were obscure indeed.
#13878:		Commandment #12592
      :Oh ye who go about saying unto each other:  "Hello sailor":
      :Dost thou know the magnitude of thy sin before the gods?
      :Yea, verily, thou shalt be ground between two stones.
      :Shall the angry gods cast thy body into the whirlpool?
      :Surely, thy eye shall be put out with a sharp stick!
      :Even unto the ends of the earth shalt thou wander and
      :unto the land of the dead shalt thou be sent at last.
      :Surely thou shalt repent of thy cunning.
#13935:		   Guide Book To
      :		Flood Control Dam #3
      :
      :  Flood control dam #3 (FCD #3) was constructed in year 783 of the
      :Great Underground Empire to harness the destructive power of the
      :Frigid River.  This work was supported by a grant of 37 million
      :zorkmids from the central bureaucracy and your own omnipotent local
      :tyrant Lord Dimwit Flathead the Excessive.  This impressive structure
      :is composed of 3.7 cubic feet of concrete, is 256 feet tall at the
      :center, and 193 feet wide at the top.  The reservoir created behind
      :the dam has a volume of 37 billion cubic feet, an area of 12 million
      :square feet, and a shore line of 36 thousand feet.
      :
      :  The construction of FCD #3 took 112 days from ground breaking to
      :the dedication.  It required a work force of 384 slaves, 34 slave
      :drivers, 12 engineers, 2 turtle doves, and a partridge in a pear
      :tree.  The work was managed by a command team composed of 234
      :bureaucrats, 2347 secretaries (at least two of whom could type),
      :12,256 paper shufflers, 52,469 rubber stampers, 245,193 red tape
      :processors, and nearly one million dead trees.
      :
      :  We will now point out some of the more interesting features of
      :FCD #3 as we conduct you on a guided tour of the facilities.
      :
      :  1)	You start your tour here in the dam lobby.
      :	You will notice on your right that ...........
#14097:		 US NEWS & DUNGEON REPORT
      :2021-10-31					Late Dungeon Edition
      :	(https://www.thezorklibrary.com/history/us_news_dungeon.html)
      :
      :		--- LATE NEWS FLASH!! ---
      :
      :The endgame is here!  (Somewhere)
      :There have been some puzzling new discoveries near the Thief's hideaway.
      :
      :		--- BACKGROUND INFORMATION ---
      :
      :This version of Dungeon for the PDP-11/VAX-11 has been completely
      :reimplemented in FORTRAN-IV from the original MDL sources created
      :at MIT.  The parser in this version is somewhat simpler than the
      :parser in the ARPAnet version;  within this limit, this version
      :is fully congruent with the current version on the ARPAnet.
      :
      :This version was upgraded from FORTRAN-IV to FORTRAN 77 and then
      :later converted C via f77. It was later upgraded to ensure
      :compatibility with Fortran 2018 and re-converted in tandem to C99,
      :also via f77, with the earlier C version upgraded to C99 and brought
      :into line with the more recent version.
      :
      :This version is currently being maintained on GitHub at
      :		https://github.com/LydiaMarieWilliamson/zork-fortran
      :where problems may be reported. This is subject to future change.
#14235:		[Close cover before striking BKD]
      :
      :	You too can make BIG MONEY in the exciting field of
      :		      PAPER SHUFFLING!
      :
      :Mr. TAA of Muddle, Mass. says:  "Before I took this course I used
      :to be a lowly bit twiddler.  Now with what I learned at MIT Tech
      :I feel really important and can obfuscate and confuse with the best."
      :
      :Mr. MARC had this to say:  "Ten short days ago all I could look
      :forward to was a dead-end job as a engineer.  Now I have a promising
      :future and make really big Zorkmids."
      :
      :MIT Tech can't promise these fantastic results to everyone, but when
      :you earn your MDL degree from MIT Tech your future will be brighter.
      :
      :		Send for our free brochure today!
#14319:		    Welcome to Dungeon!
      :
      :   Dungeon is a game of adventure, danger, and low cunning.  In it
      :you will explore some of the most amazing territory ever seen by mortal
      :man.  Hardened adventurers have run screaming from the terrors contained
      :within.
      :
      :   In Dungeon, the intrepid explorer delves into the forgotten secrets
      :of a lost labyrinth deep in the bowels of the earth, searching for
      :vast treasures long hidden from prying eyes, treasures guarded by
      :fearsome monsters and diabolical traps!
      :
      :   No DECsystem should be without one!
      :
      :   Dungeon was created at the Programming Technology Division of the MIT
      :Laboratory for Computer Science by Tim Anderson, Marc Blank, Bruce
      :Daniels, and Dave Lebling.  It was inspired by the Adventure game of
